/Users/Jad/Desktop/IMG/center_2018_07_06_18_45_40_950.jpg,/Users/Jad/Desktop/IMG/left_2018_07_06_18_45_40_950.jpg,/Users/Jad/Desktop/IMG/right_2018_07_06_18_45_40_950.jpg,0,0.05523884,0,5.863462
/Users/Jad/Desktop/IMG/center_2018_07_06_18_45_41_032.jpg,/Users/Jad/Desktop/IMG/left_2018_07_06_18_45_41_032.jpg,/Users/Jad/Desktop/IMG/right_2018_07_06_18_45_41_032.jpg,0,0.3023819,0,6.017036
/Users/Jad/Desktop/IMG/center_2018_07_06_18_45_41_114.jpg,/Users/Jad/Desktop/IMG/left_2018_07_06_18_45_41_114.jpg,/Users/Jad/Desktop/IMG/right_2018_07_06_18_45_41_114.jpg,0,0.5494287,0,6.401935
/Users/Jad/Desktop/IMG/center_2018_07_06_18_45_41_195.jpg,/Users/Jad/Desktop/IMG/left_2018_07_06_18_45_41_195.jpg,/Users/Jad/Desktop/IMG/right_2018_07_06_18_45_41_195.jpg,-0.2,0.7910428,0,7.00482
/Users/Jad/Desktop/IMG/center_2018_07_06_18_45_41_278.jpg,/Users/Jad/Desktop/IMG/left_2018_07_06_18_45_41_278.jpg,/Users/Jad/Desktop/IMG/right_2018_07_06_18_45_41_278.jpg,-0.4,1,0,7.801562
/Users/Jad/Desktop/IMG/center_2018_07_06_18_45_41_357.jpg,/Users/Jad/Desktop/IMG/left_2018_07_06_18_45_41_357.jpg,/Users/Jad/Desktop/IMG/right_2018_07_06_18_45_41_357.jpg,-0.6000001,1,0,8.651664
/Users/Jad/Desktop/IMG/center_2018_07_06_18_45_41_435.jpg,/Users/Jad/Desktop/IMG/left_2018_07_06_18_45_41_435.jpg,/Users/Jad/Desktop/IMG/right_2018_07_06_18_45_41_435.jpg,0,1,0,9.478179
/Users/Jad/Desktop/IMG/center_2018_07_06_18_45_41_571.jpg,/Users/Jad/Desktop/IMG/left_2018_07_06_18_45_41_571.jpg,/Users/Jad/Desktop/IMG/right_2018_07_06_18_45_41_571.jpg,0,1,0,11.02299
/Users/Jad/Desktop/IMG/center_2018_07_06_18_45_41_668.jpg,/Users/Jad/Desktop/IMG/left_2018_07_06_18_45_41_668.jpg,/Users/Jad/Desktop/IMG/right_2018_07_06_18_45_41_668.jpg,-0.1,1,0,11.87055
/Users/Jad/Desktop/IMG/center_2018_07_06_18_45_41_748.jpg,/Users/Jad/Desktop/IMG/left_2018_07_06_18_45_41_748.jpg,/Users/Jad/Desktop/IMG/right_2018_07_06_18_45_41_748.jpg,-0.3,1,0,12.97146
